#### Simulations (1)
# BOT[0].botPosition[0] #1
1635.695365337631 6.0
1635.695365337631 6.0
1720.477481367639 6.0
1721.690960769847 5.0
1721.690960769847 5.0
1824.477481367544 5.0
1825.690960769752 4.0
1825.690960769752 4.0
1913.477481367457 4.0
1914.690960769664 3.0
1914.690960769664 3.0
1987.477481367406 3.0
1988.694224458391 2.0
1988.694224458391 2.0
2110.477481368672 2.0
2111.694587225322 1.0
2111.694587225322 1.0
2215.477481370916 1.0
2216.69379348637 0.0
2216.69379348637 0.0
2338.428862021588 0.0
2339.643793488996 2.0
2339.643793488996 2.0
2340.857620982376 3.0
2340.857620982376 3.0
2342.077620982402 4.0
2342.077620982402 4.0
2343.289119649337 5.0
2343.289119649337 5.0
2344.508862021715 7.0
2344.508862021715 7.0
2345.723793489123 8.0
2345.723793489123 8.0
2346.937620982504 9.0
2346.937620982504 9.0
2348.157620982529 10.0
2348.157620982529 10.0
2349.37023884398 11.0
2349.37023884398 11.0
2350.588862021842 13.0
2350.588862021842 13.0
2351.807620982605 14.0
2351.807620982605 14.0
2353.027620982631 15.0
2353.027620982631 15.0
2354.239119649566 16.0
2354.239119649566 16.0
2355.458862021944 17.0
2355.458862021944 17.0
2361.428862022069 17.0
2362.643793489477 18.0
2362.643793489477 18.0
2365.428862022153 18.0
2366.643793489561 19.0
2366.643793489561 19.0
2370.430414820008 19.0
2371.643793489668 17.0
2371.643793489668 17.0
2372.857620983048 16.0
2372.857620983048 16.0
2374.077620983075 15.0
2374.077620983075 15.0
2375.28911965001 14.0
2375.28911965001 14.0
2376.500414820138 12.0
2376.500414820138 12.0
2377.713793489797 11.0
2377.713793489797 11.0
2378.927620983178 10.0
2378.927620983178 10.0
2380.147620983204 9.0
2380.147620983204 9.0
2381.360238844655 8.0
2381.360238844655 8.0
2382.580414820268 6.0
2382.580414820268 6.0
2383.797620983282 5.0
2383.797620983282 5.0
2385.017620983308 4.0
2385.017620983308 4.0
2386.229119650244 3.0
2386.229119650244 3.0
2387.440414820372 1.0
2387.440414820372 1.0
2388.653793490031 0.0
2388.653793490031 0.0
2399.430414820628 0.0
2400.643793490287 1.0
2400.643793490287 1.0
2403.430414820713 1.0
2404.643793490373 3.0
2404.643793490373 3.0
2405.857620983754 4.0
2405.857620983754 4.0
2407.07762098378 5.0
2407.07762098378 5.0
2408.289119650716 6.0
2408.289119650716 6.0
2409.500414820843 7.0
2409.500414820843 7.0
2423.430414821142 7.0
2424.643793490802 6.0
2424.643793490802 6.0
2510.430414823012 6.0
2511.643793492672 5.0
2511.643793492672 5.0
2576.430414824402 5.0
2577.642015291932 4.0
2577.642015291932 4.0
2712.430414827223 4.0
2713.642015294754 3.0
2713.642015294754 3.0
2801.430414829085 3.0
2802.642015296617 2.0
2802.642015296617 2.0
2918.430414831585 2.0
2919.642015299118 1.0
2919.642015299118 1.0
3009.430414833571 1.0
3010.642015301104 0.0
3010.642015301104 0.0
3108.215419108272 0.0
3109.430364999451 1.0
3109.430364999451 1.0
3111.215419108336 1.0
3112.430364999515 0.0
3112.430364999515 0.0
3119.215419108507 0.0
3120.430364999686 2.0
3120.430364999686 2.0
3121.642015303476 3.0
3121.642015303476 3.0
3122.857660175898 4.0
3122.857660175898 4.0
3124.077660175924 5.0
3124.077660175924 5.0
3125.295419108637 7.0
3125.295419108637 7.0
3126.510364999816 8.0
3126.510364999816 8.0
3127.722015303606 9.0
3127.722015303606 9.0
3128.937660176028 10.0
3128.937660176028 10.0
3130.157660176054 11.0
3130.157660176054 11.0
3131.37036499992 13.0
3131.37036499992 13.0
3132.581098747758 14.0
3132.581098747758 14.0
3133.792532287849 15.0
3133.792532287849 15.0
3135.007660176158 16.0
3135.007660176158 16.0
3136.22541910887 18.0
3136.22541910887 18.0
3137.44036500005 19.0
3137.44036500005 19.0
3142.271331994976 19.0
3143.490365000179 17.0
3143.490365000179 17.0
3144.702015303969 16.0
3144.702015303969 16.0
3145.917660176391 15.0
3145.917660176391 15.0
3147.137660176417 14.0
3147.137660176417 14.0
3148.351331995106 12.0
3148.351331995106 12.0
3149.571098748121 11.0
3149.571098748121 11.0
3150.782532288211 10.0
3150.782532288211 10.0
3151.997660176521 9.0
3151.997660176521 9.0
3153.217660176547 8.0
3153.217660176547 8.0
3154.430365000413 6.0
3154.430365000413 6.0
3155.642015304203 5.0
3155.642015304203 5.0
3156.857660176624 4.0
3156.857660176624 4.0
3158.077660176651 3.0
3158.077660176651 3.0
3159.29133199534 1.0
3159.29133199534 1.0
3160.510365000543 0.0
3160.510365000543 0.0
3168.271331995531 0.0
3169.490365000735 1.0
3169.490365000735 1.0
3175.271331995681 1.0
3176.490365000884 3.0
3176.490365000884 3.0
3177.702015304674 4.0
3177.702015304674 4.0
3178.917660177096 5.0
3178.917660177096 5.0
3180.13268605709 6.0
3180.13268605709 6.0
3181.351331995811 7.0
3181.351331995811 7.0
3185.271331995895 7.0
3186.490365001098 6.0
3186.490365001098 6.0
3283.271331997954 6.0
3284.49133199798 5.0
3284.49133199798 5.0
3385.271332000087 5.0
3386.491332000113 4.0
3386.491332000113 4.0
3480.271332002106 4.0
3481.489442633462 3.0
3481.489442633462 3.0
3600.271332004657 3.0
3601.482368201186 2.0
3601.482368201186 2.0
3690.271332006554 2.0
3691.482368203083 1.0
3691.482368203083 1.0
3757.271332007939 1.0
3758.482368204467 0.0
3758.482368204467 0.0
3827.622549647409 0.0
3828.836543958925 1.0
3828.836543958925 1.0
3833.622549647534 1.0
3834.83654395905 0.0
3834.83654395905 0.0
3838.622549647639 0.0
3839.836543959155 2.0
3839.836543959155 2.0
3841.057021764463 3.0
3841.057021764463 3.0
3842.277379062994 4.0
3842.277379062994 4.0
3843.492368206245 5.0
3843.492368206245 5.0
3844.706543959257 7.0
3844.706543959257 7.0
3845.927021764564 8.0
3845.927021764564 8.0
3847.141160369295 9.0
3847.141160369295 9.0
3848.357379063121 10.0
3848.357379063121 10.0
3849.572368206373 11.0
3849.572368206373 11.0
3850.786543959384 13.0
3850.786543959384 13.0
3852.007021764692 14.0
3852.007021764692 14.0
3853.227379063223 15.0
3853.227379063223 15.0
3854.447379063248 16.0
3854.447379063248 16.0
3855.662549647996 18.0
3855.662549647996 18.0
3856.876543959511 19.0
3856.876543959511 19.0
3861.680978140246 19.0
3862.896543959637 17.0
3862.896543959637 17.0
3864.10737906345 16.0
3864.10737906345 16.0
3865.327379063476 15.0
3865.327379063476 15.0
3866.542368206728 14.0
3866.542368206728 14.0
3867.756543959739 12.0
3867.756543959739 12.0
3868.977021765047 11.0
3868.977021765047 11.0
3870.197379063578 10.0
3870.197379063578 10.0
3871.417379063603 9.0
3871.417379063603 9.0
3872.629050074295 8.0
3872.629050074295 8.0
3873.846543959866 6.0
3873.846543959866 6.0
3875.067021765174 5.0
3875.067021765174 5.0
3876.287379063705 4.0
3876.287379063705 4.0
3883.680978140706 4.0
3884.896543960097 3.0
3884.896543960097 3.0
3890.680978140852 3.0
3891.896543960244 5.0
3891.896543960244 5.0
3893.107379064057 6.0
3893.107379064057 6.0
3894.327379064082 7.0
3894.327379064082 7.0
3930.680978141689 7.0
3931.896543961081 6.0
3931.896543961081 6.0
4027.680978143718 6.0
4028.896543963109 5.0
4028.896543963109 5.0
4104.680978145328 5.0
4105.896543964721 4.0
4105.896543964721 4.0
4203.680978147485 4.0
4204.893957421143 3.0
4204.893957421143 3.0
4317.680978149945 3.0
4318.896219661917 2.0
4318.896219661917 2.0
4398.680978151639 2.0
4399.899352971606 1.0
4399.899352971606 1.0
4501.680978153724 1.0
4502.89935297369 0.0
4502.89935297369 0.0
4591.230124775831 0.0
4592.442448447106 2.0
4592.442448447106 2.0
4593.662448447131 3.0
4593.662448447131 3.0
4599.230124775991 3.0
4600.442448447267 4.0
4600.442448447267 4.0
4604.230124776092 4.0
4605.442448447367 6.0
4605.442448447367 6.0
4606.662448447391 7.0
4606.662448447391 7.0
4607.882448447416 8.0
4607.882448447416 8.0
4609.097141508219 9.0
4609.097141508219 9.0
4610.313031508888 11.0
4610.313031508888 11.0
4611.532448447489 12.0
4611.532448447489 12.0
4612.752448447513 13.0
4612.752448447513 13.0
4613.969352975966 14.0
4613.969352975966 14.0
4615.187141508341 15.0
4615.187141508341 15.0
4616.40303150901 17.0
4616.40303150901 17.0
4617.622448447611 18.0
4617.622448447611 18.0
4618.842448447635 19.0
4618.842448447635 19.0
4623.32593056459 19.0
4624.542448447749 17.0
4624.542448447749 17.0
4625.762448447774 16.0
4625.762448447774 16.0
4626.979352976226 15.0
4626.979352976226 15.0
4628.197141508602 14.0
4628.197141508602 14.0
4629.415930564712 12.0
4629.415930564712 12.0
4630.632448447871 11.0
4630.632448447871 11.0
4631.852448447896 10.0
4631.852448447896 10.0
4633.069082930157 9.0
4633.069082930157 9.0
4634.283031509368 8.0
4634.283031509368 8.0
4635.502448447968 7.0
4635.502448447968 7.0
4722.325930566572 7.0
4723.542448449732 6.0
4723.542448449732 6.0
4926.325930570839 6.0
4927.542448453999 5.0
4927.542448453999 5.0
5000.006525487817 5.0
# BOT[0].botPosition[1] #1
0.0 3.0
0.0 3.0
482.3746141445773 3.0
483.5944986662317 1.0
483.5944986662317 1.0
484.8144986662307 0.0
484.8144986662307 0.0
488.3746141445722 0.0
489.5944986662266 1.0
489.5944986662266 1.0
490.8144986662256 2.0
490.8144986662256 2.0
492.0344986662245 3.0
492.0344986662245 3.0
493.2453128117491 4.0
493.2453128117491 4.0
494.464614144567 6.0
494.464614144567 6.0
495.6844986662214 7.0
495.6844986662214 7.0
496.9044986662204 8.0
496.9044986662204 8.0
498.1244986662193 9.0
498.1244986662193 9.0
499.3381413165073 10.0
499.3381413165073 10.0
500.5544986662173 12.0
500.5544986662173 12.0
501.7746141445608 13.0
501.7746141445608 13.0
502.9946141445597 14.0
502.9946141445597 14.0
815.437356880105 14.0
816.6573568801039 12.0
816.6573568801039 12.0
832.4373568800893 12.0
833.6489386855369 10.0
833.6489386855369 10.0
834.8689386855358 9.0
834.8689386855358 9.0
836.0889386855347 8.0
836.0889386855347 8.0
837.3010636346994 7.0
837.3010636346994 7.0
838.5173568800838 5.0
838.5173568800838 5.0
839.7289386855314 4.0
839.7289386855314 4.0
840.9489386855303 3.0
840.9489386855303 3.0
842.1689386855292 2.0
842.1689386855292 2.0
843.3810636346939 1.0
843.3810636346939 1.0
844.598938685527 2.0
844.598938685527 2.0
845.8189386855258 3.0
845.8189386855258 3.0
894.3483746972712 3.0
895.5689386854855 1.0
895.5689386854855 1.0
896.7889386854844 0.0
896.7889386854844 0.0
904.3483746972621 0.0
905.5689386854764 2.0
905.5689386854764 2.0
907.3483746972594 2.0
908.5689386854737 4.0
908.5689386854737 4.0
909.7889386854725 5.0
909.7889386854725 5.0
911.0089386854714 6.0
911.0089386854714 6.0
912.2266085739733 7.0
912.2266085739733 7.0
913.4395852351103 9.0
913.4395852351103 9.0
914.6589386854681 10.0
914.6589386854681 10.0
915.878938685467 11.0
915.878938685467 11.0
917.0989386854659 12.0
917.0989386854659 12.0
918.3110636346306 13.0
918.3110636346306 13.0
919.5295852351047 14.0
919.5295852351047 14.0
1534.39372133029 14.0
1535.608156281261 12.0
1535.608156281261 12.0
1547.393721330281 12.0
1548.608156281252 10.0
1548.608156281252 10.0
1549.826706739482 9.0
1549.826706739482 9.0
1551.042748851815 8.0
1551.042748851815 8.0
1552.258879868703 7.0
1552.258879868703 7.0
1553.473721330277 5.0
1553.473721330277 5.0
1554.688156281248 4.0
1554.688156281248 4.0
1555.906706739477 3.0
1555.906706739477 3.0
1557.12384979905 2.0
1557.12384979905 2.0
1558.393721330273 2.0
1559.608156281244 3.0
1559.608156281244 3.0
1567.477481367782 3.0
1568.698156281238 1.0
1568.698156281238 1.0
1569.916706739468 0.0
1569.916706739468 0.0
1571.477481367779 0.0
1572.698156281235 2.0
1572.698156281235 2.0
1573.916706739465 3.0
1573.916706739465 3.0
1575.133849799038 4.0
1575.133849799038 4.0
1576.344804504406 5.0
1576.344804504406 5.0
1577.557481367775 6.0
1577.557481367775 6.0
1578.778156281231 7.0
1578.778156281231 7.0
1579.992748851795 8.0
1579.992748851795 8.0
1581.208879868684 9.0
1581.208879868684 9.0
1582.424804504402 10.0
1582.424804504402 10.0
1583.638156281228 12.0
1583.638156281228 12.0
1584.856706739458 13.0
1584.856706739458 13.0
1586.072748851791 14.0
1586.072748851791 14.0
2336.428862021546 14.0
2337.643793488954 12.0
2337.643793488954 12.0
2355.428862021944 12.0
2356.643793489352 10.0
2356.643793489352 10.0
2357.857620982732 9.0
2357.857620982732 9.0
2359.077620982758 8.0
2359.077620982758 8.0
2360.289119649693 7.0
2360.289119649693 7.0
2361.508862022071 6.0
2361.508862022071 6.0
2362.723793489479 5.0
2362.723793489479 5.0
2363.937620982859 4.0
2363.937620982859 4.0
2365.157620982885 3.0
2365.157620982885 3.0
2367.430414819944 3.0
2368.643793489603 1.0
2368.643793489603 1.0
2369.857620982984 0.0
2369.857620982984 0.0
2389.430414820414 0.0
2390.643793490074 2.0
2390.643793490074 2.0
2391.857620983455 3.0
2391.857620983455 3.0
2393.077620983481 4.0
2393.077620983481 4.0
2394.289119650417 5.0
2394.289119650417 5.0
2395.500414820544 7.0
2395.500414820544 7.0
2396.713793490203 8.0
2396.713793490203 8.0
2397.927620983584 9.0
2397.927620983584 9.0
2399.147620983611 10.0
2399.147620983611 10.0
2400.430414820649 10.0
2401.643793490309 12.0
2401.643793490309 12.0
2402.85762098369 13.0
2402.85762098369 13.0
2409.430414820842 13.0
2410.643793490501 14.0
2410.643793490501 14.0
3106.215419108229 14.0
3107.430364999409 12.0
3107.430364999409 12.0
3109.215419108293 12.0
3110.430364999473 10.0
3110.430364999473 10.0
3112.215419108357 10.0
3113.430364999537 8.0
3113.430364999537 8.0
3114.642015303327 7.0
3114.642015303327 7.0
3115.857660175749 6.0
3115.857660175749 6.0
3117.077660175775 5.0
3117.077660175775 5.0
3118.295419108487 3.0
3118.295419108487 3.0
3139.271331994912 3.0
3140.490365000115 1.0
3140.490365000115 1.0
3141.702015303905 0.0
3141.702015303905 0.0
3161.271331995382 0.0
3162.490365000585 2.0
3162.490365000585 2.0
3163.702015304375 3.0
3163.702015304375 3.0
3164.917660176797 4.0
3164.917660176797 4.0
3166.137660176823 5.0
3166.137660176823 5.0
3167.351331995512 7.0
3167.351331995512 7.0
3169.271331995553 7.0
3170.490365000756 9.0
3170.490365000756 9.0
3171.702015304546 10.0
3171.702015304546 10.0
3172.917660176968 11.0
3172.917660176968 11.0
3174.137660176994 12.0
3174.137660176994 12.0
3175.351331995683 13.0
3175.351331995683 13.0
3181.271331995809 13.0
3182.490365001012 14.0
3182.490365001012 14.0
3825.622549647367 14.0
3826.836543958883 12.0
3826.836543958883 12.0
3828.62254964743 12.0
3829.836543958946 10.0
3829.836543958946 10.0
3831.057021764253 9.0
3831.057021764253 9.0
3832.277379062784 8.0
3832.277379062784 8.0
3833.492368206036 7.0
3833.492368206036 7.0
3834.706543959047 6.0
3834.706543959047 6.0
3835.927021764355 5.0
3835.927021764355 5.0
3837.147379062886 4.0
3837.147379062886 4.0
3838.367379062912 3.0
3838.367379062912 3.0
3858.680978140183 3.0
3859.896543959575 1.0
3859.896543959575 1.0
3861.107379063387 0.0
3861.107379063387 0.0
3876.68097814056 0.0
3877.896543959951 2.0
3877.896543959951 2.0
3879.107379063764 3.0
3879.107379063764 3.0
3880.32737906379 4.0
3880.32737906379 4.0
3881.542368207041 5.0
3881.542368207041 5.0
3882.756543960053 7.0
3882.756543960053 7.0
3884.680978140727 7.0
3885.896543960118 9.0
3885.896543960118 9.0
3887.107379063931 10.0
3887.107379063931 10.0
3888.327379063957 11.0
3888.327379063957 11.0
3889.542368207209 12.0
3889.542368207209 12.0
3890.75654396022 13.0
3890.75654396022 13.0
3894.680978140936 13.0
3895.896543960328 14.0
3895.896543960328 14.0
4589.23012477579 14.0
4590.442448447066 12.0
4590.442448447066 12.0
4594.230124775891 12.0
4595.442448447166 10.0
4595.442448447166 10.0
4596.662448447191 9.0
4596.662448447191 9.0
4597.882448447216 8.0
4597.882448447216 8.0
4599.097141508019 7.0
4599.097141508019 7.0
4600.313031508688 6.0
4600.313031508688 6.0
4601.532448447289 5.0
4601.532448447289 5.0
4602.752448447313 4.0
4602.752448447313 4.0
4603.969352975766 3.0
4603.969352975766 3.0
4620.32593056453 3.0
4621.542448447689 1.0
4621.542448447689 1.0
4622.762448447714 0.0
4622.762448447714 0.0
4635.32593056483 0.0
4636.542448447989 2.0
4636.542448447989 2.0
4637.762448448014 3.0
4637.762448448014 3.0
4638.979352976467 4.0
4638.979352976467 4.0
4640.197141508842 5.0
4640.197141508842 5.0
4641.415930564952 7.0
4641.415930564952 7.0
4642.632448448111 8.0
4642.632448448111 8.0
4643.852448448136 9.0
4643.852448448136 9.0
4645.069082930398 10.0
4645.069082930398 10.0
4646.283031509608 11.0
4646.283031509608 11.0
4647.502448448208 13.0
4647.502448448208 13.0
4648.722448448233 14.0
4648.722448448233 14.0
5000.006525487817 14.0
# task.delayTask #1
0.0 0.0
0.0 0.0
1.220000000000001 71.36595701225384
1.220000000000001 71.36595701225384
71.36595701225384 71.36595701225384
71.36595701225384 71.36595701225384
72.58450351426823 83.79352843221788
72.58450351426823 83.79352843221788
155.1594854444701 83.79352843221788
155.1594854444701 83.79352843221788
156.3799659942069 77.85423397155998
156.3799659942069 77.85423397155998
233.0137194159564 77.85423397155998
233.0137194159564 77.85423397155998
234.2319587833143 75.79009787889326
234.2319587833143 75.79009787889326
308.8038172947789 75.79009787889326
308.8038172947789 75.79009787889326
310.022589596234 56.70195667442624
310.022589596234 56.70195667442624
365.5057739691573 56.70195667442624
365.5057739691573 56.70195667442624
366.7244986663372 46.67744981610632
366.7244986663372 46.67744981610632
412.1832237852221 46.67744981610632
412.1832237852221 46.67744981610632
413.3953128118206 69.16391844187469
413.3953128118206 69.16391844187469
481.347142227036 69.16391844187469
481.347142227036 69.16391844187469
482.5644986662326 71.84157538364
482.5644986662326 71.84157538364
553.1887176106128 71.84157538364
553.1887176106128 71.84157538364
554.4046141445135 65.18303573903023
554.4046141445135 65.18303573903023
618.3717533495873 65.18303573903023
618.3717533495873 65.18303573903023
619.5894042102924 62.78702353772605
619.5894042102924 62.78702353772605
681.1587768872674 62.78702353772605
681.1587768872674 62.78702353772605
682.3746141444044 68.12027278635637
682.3746141444044 68.12027278635637
749.2790496735673 68.12027278635637
749.2790496735673 68.12027278635637
750.4995852352538 70.20426544881217
750.4995852352538 70.20426544881217
819.4833151223166 70.20426544881217
819.4833151223166 70.20426544881217
820.6989386855487 73.86460168902134
820.6989386855487 73.86460168902134
893.3479168112748 73.86460168902134
893.3479168112748 73.86460168902134
894.5589386854864 72.84369576457443
894.5589386854864 72.84369576457443
966.1916125757828 72.84369576457443
966.1916125757828 72.84369576457443
967.4083746972049 55.98451897503271
967.4083746972049 55.98451897503271
1022.176131550767 55.98451897503271
1022.176131550767 55.98451897503271
1023.388374697154 74.59386118993366
1023.388374697154 74.59386118993366
1096.769992740632 74.59386118993366
1096.769992740632 74.59386118993366
1097.987176350035 54.83088694914716
1097.987176350035 54.83088694914716
1151.600879689731 54.83088694914716
1151.600879689731 54.83088694914716
1152.816706739875 68.72802603587154
1152.816706739875 68.72802603587154
1220.328905725541 68.72802603587154
1220.328905725541 68.72802603587154
1221.548938685188 39.94693225911595
1221.548938685188 39.94693225911595
1260.275837984611 39.94693225911595
1260.275837984611 39.94693225911595
1261.488374696927 59.40138764918657
1261.488374696927 59.40138764918657
1319.677225633731 59.40138764918657
1319.677225633731 59.40138764918657
1320.889752365258 66.81601987343628
1320.889752365258 66.81601987343628
1386.4932455071 66.81601987343628
1386.4932455071 66.81601987343628
1387.708156281395 82.96956280460361
1387.708156281395 82.96956280460361
1469.462808311622 82.96956280460361
1469.462808311622 82.96956280460361
1470.67815628132 72.95316853414906
1470.67815628132 72.95316853414906
1542.415976845706 72.95316853414906
1542.415976845706 72.95316853414906
1543.628156281255 76.75917572587346
1543.628156281255 76.75917572587346
1619.175152571521 76.75917572587346
1619.175152571521 76.75917572587346
1620.394804504371 57.80510547114636
1620.394804504371 57.80510547114636
1676.980258042616 57.80510547114636
1676.980258042616 57.80510547114636
1678.193849798947 59.9828561424433
1678.193849798947 59.9828561424433
1736.963114184999 59.9828561424433
1736.963114184999 59.9828561424433
1738.175646655412 82.10091912923582
1738.175646655412 82.10091912923582
1819.064033314155 82.10091912923582
1819.064033314155 82.10091912923582
1820.276855413921 79.26158641626252
1820.276855413921 79.26158641626252
1898.325619730336 79.26158641626252
1898.325619730336 79.26158641626252
1899.537481367469 80.18651232451332
1899.537481367469 80.18651232451332
1978.512132054787 80.18651232451332
1978.512132054787 80.18651232451332
1979.73096076962 71.4516408187281
1979.73096076962 71.4516408187281
2049.963772873508 71.4516408187281
2049.963772873508 71.4516408187281
2051.177620976214 56.77443858122516
2051.177620976214 56.77443858122516
2106.738211455924 56.77443858122516
2106.738211455924 56.77443858122516
2107.957620977401 56.43476790111222
2107.957620977401 56.43476790111222
2163.172979358244 56.43476790111222
2163.172979358244 56.43476790111222
2164.390238840032 76.42549781376738
2164.390238840032 76.42549781376738
2239.598477173643 76.42549781376738
2239.598477173643 76.42549781376738
2240.817620980241 107.4477275525311
2240.817620980241 107.4477275525311
2347.046204728448 107.4477275525311
2347.046204728448 107.4477275525311
2348.259119649441 60.22308850998724
2348.259119649441 60.22308850998724
2407.269293239717 60.22308850998724
2407.269293239717 60.22308850998724
2408.480414820821 89.66219334885444
2408.480414820821 89.66219334885444
2496.931486590492 89.66219334885444
2496.931486590492 89.66219334885444
2498.147620985738 62.61498569461981
2498.147620985738 62.61498569461981
2559.546472286443 62.61498569461981
2559.546472286443 62.61498569461981
2560.757620987065 65.57959720836313
2560.757620987065 65.57959720836313
2625.126069496154 65.57959720836313
2625.126069496154 65.57959720836313
2626.345177182418 46.97701097567914
2626.345177182418 46.97701097567914
2672.103080472817 46.97701097567914
2672.103080472817 46.97701097567914
2673.319119656303 49.14103538718706
2673.319119656303 49.14103538718706
2721.244115861033 49.14103538718706
2721.244115861033 49.14103538718706
2722.460414827433 64.24729730821387
2722.460414827433 64.24729730821387
2785.491413170594 64.24729730821387
2785.491413170594 64.24729730821387
2786.712015296283 85.30021081461659
2786.712015296283 85.30021081461659
2870.79162398702 85.30021081461659
2870.79162398702 85.30021081461659
2872.007660170495 60.10235018612744
2872.007660170495 60.10235018612744
2930.89397417444 60.10235018612744
2930.89397417444 60.10235018612744
2932.107660171785 69.321354727664
2932.107660171785 69.321354727664
3000.215328903619 69.321354727664
3000.215328903619 69.321354727664
3001.430414833396 69.89996574521513
3001.430414833396 69.89996574521513
3070.115294650334 69.89996574521513
3070.115294650334 69.89996574521513
3071.33517719189 68.52428337540918
3071.33517719189 68.52428337540918
3138.639578027209 68.52428337540918
3138.639578027209 68.52428337540918
3139.857660176261 56.5308167825169
3139.857660176261 56.5308167825169
3195.170394810937 56.5308167825169
3195.170394810937 56.5308167825169
3196.390365001309 52.42821666460155
3196.390365001309 52.42821666460155
3247.598611476643 52.42821666460155
3247.598611476643 52.42821666460155
3248.812532290289 89.15162164107409
3248.812532290289 89.15162164107409
3336.750233119573 89.15162164107409
3336.750233119573 89.15162164107409
3337.967660180435 82.40785598921609
3337.967660180435 82.40785598921609
3419.158089110511 82.40785598921609
3419.158089110511 82.40785598921609
3420.371332000826 35.82695084826364
3420.371332000826 35.82695084826364
3454.98503995954 35.82695084826364
3454.98503995954 35.82695084826364
3456.201570571782 57.89588606283439
3456.201570571782 57.89588606283439
3512.8809260236 57.89588606283439
3512.8809260236 57.89588606283439
3514.097379056092 67.67520537890563
3514.097379056092 67.67520537890563
